event_id,date,event_description,event_type,actor,contradiction_flag,drift_indicator,severity_0_10,pressure_type,pressure_flag,latency_flag,source_name,source_url
E016,2022-04-01,"NaviHealth begins managing post-acute care prior authorizations for UHC IE-SNP Medicare Advantage members - nH Predict AI algorithm now fully operational; algorithm compares individual patients against historical cohorts and generates Estimated Length of Stay predictions used in coverage decisions",design_decision,UnitedHealthcare/NaviHealth,0,option_eliminated,7,operational,1,0,"Senate PSI Report / Snopes Fact Check","https://www.snopes.com/fact-check/united-healthcare-ai-denied-claims/"
E017,2022-04-01,"NaviHealth issues internal mandate to customer service representatives: 'IMPORTANT: Do NOT guide providers or give providers answers to the questions' regarding prior authorization; human guidance layer removed from provider support simultaneously with AI deployment rollout",policy_decision,NaviHealth,1,warning_dismissed,7,operational,1,0,"Senate PSI Report / FierceHealthcare","https://www.fiercehealthcare.com/payers/unitedhealth-cvs-humana-increasingly-deploy-ai-and-deny-prior-auth-claims-senate-report"
E018,2022-07-01,"Gary Bent case (approximate date): Gary Bent recovering from brain surgery for melanoma; NaviHealth care coordinator calls wife Gloria to set discharge date before clinical evaluation complete; coordinator recommends permanent wheelchair placement over attending neurosurgeon's intensive rehab recommendation; Gary Bent later dies; case becomes basis for Senate testimony",harm_event,NaviHealth/UHC,1,narrative_vs_pressure,8,patient_harm,1,0,"Senate Hearing Testimony May 2023","https://www.statnews.com/2023/05/17/senate-investigation-medicare-advantage-algorithms-denials/"
E019,2022-09-01,"HHS Office of Inspector General publishes report on 2019 Medicare Advantage denials; finds private insurers used internally developed criteria - not Medicare's official coverage criteria - to delay or deny care to MA members; documents pre-NaviHealth pattern of non-compliant denials across industry",government_report,HHS OIG,1,warning_dismissed,7,regulatory,0,1,"STAT News March 2023 reference","https://www.statnews.com/2023/03/13/medicare-advantage-plans-denial-artificial-intelligence/"
E020,2022-09-19,"Federal court rules against DOJ challenge to Change Healthcare merger; Judge Nichols finds DOJ arguments rely on 'speculation rather than real-world evidence'; antitrust challenge fails; Change Healthcare ordered to divest ClaimsXten to TPG Capital for $2.2B as condition of approval",legal_action,Federal Court,0,,4,regulatory,0,0,"DOJ Case Documents/BracheEichler","https://www.bracheichler.com/insights/unitedhealth-group-and-change-healthcare-complete-merger/"
E021,2022-10-03,"Change Healthcare merger closes at $7.8B; integrated into OptumInsight; UHG now controls largest US healthcare clearinghouse processing ~15B claims/year (~40% of all US healthcare claims); DOJ files notice of intent to appeal in November",corporate_transaction,UHG/Change Healthcare,1,option_eliminated,7,competitive,1,0,"BracheEichler/DOJ","https://www.bracheichler.com/insights/unitedhealth-group-and-change-healthcare-complete-merger/"
E022,2022-12-01,"UHC forms internal working group to apply machine learning to predict which post-acute care denial cases are likely to be appealed and which of those appeals are likely to be overturned; using data from denial and appeal history to optimize the denial pipeline",policy_decision,UHC,1,correction_blocked,8,operational,1,1,"Fox Business / Senate PSI Report","https://www.foxbusiness.com/markets/unitedhealthcare-accused-relying-ai-algorithms-deny-medicare-advantage-claims"
E023,2022-12-31,"FY2022: Revenue $324B (+14%); profit $20.6B; MA post-acute denial rate 22.7% (up from 10.9% in 2020 - more than doubled in two years); SNF denial rate 12.6% (vs 1.4% in 2019 - 9x increase); expedited MA appeals filed 2020-2022 up 58%; nearly 150K appeals filed in 2022; record revenues concurrent with accelerating denial rates",financial_milestone,UnitedHealth,1,milestone_despite_concern,8,financial,1,1,"Senate PSI Report / Wikipedia","https://www.fiercehealthcare.com/payers/unitedhealth-cvs-humana-increasingly-deploy-ai-and-deny-prior-auth-claims-senate-report"
E024,2023-03-13,"STAT News investigation: Medicare Advantage AI driving denials to 'new heights'; NaviHealth nH Predict algorithm used to cut off post-acute care for seriously ill patients; clinicians pressured to follow algorithm predictions within 1% of projected days; staff report choosing 'between job performance and conscience'; NaviHealth externally calls tool 'a guidepost' while internally mandating strict adherence",investigative_report,STAT News,1,narrative_vs_pressure,8,patient_harm,1,0,"STAT News March 13 2023","https://www.statnews.com/2023/03/13/medicare-advantage-plans-denial-artificial-intelligence/"
E025,2023-03-15,"CMS launches investigation into UnitedHealth following STAT News reporting; agency announces strengthened rules restricting insurer use of internal criteria (including algorithms) for coverage determinations; promises to increase MA denial audits; marks first federal regulatory action specifically targeting AI-driven MA denials",regulatory_action,CMS/UHG,0,latency,7,regulatory,0,1,"Journalist's Resource STAT Investigation","https://journalistsresource.org/home/how-they-did-it-stat-reporters-expose-medicare-advantage-algorithm/"
E026,2023-03-22,"DOJ drops appeal of Change Healthcare merger; antitrust challenge formally abandoned; Change Healthcare fully absorbed into OptumInsight; UHG now controlling largest claims clearinghouse with no remaining federal challenge",regulatory_action,DOJ,0,,4,regulatory,0,1,"FierceHealthcare DOJ Drop Appeal","https://www.fiercehealthcare.com/payers/doj-state-ags-drop-appeal-unitedhealth-change-healthcare-deal-ruling"
E027,2023-04-14,"Q1 2023 earnings: UHC revenues $70.1B (+17% YoY); total UHG revenue $91.9B (+15%); 2M new members vs Q1 2022 including 665K commercial; MA growing strongly; CEO Thompson tells analysts company sees 'plenty of room to grow in 2024'; full-year EPS guidance raised to $24.50-$25.00",financial_milestone,UnitedHealth,1,milestone_despite_concern,6,financial,0,1,"FierceHealthcare Q1 2023","https://www.fiercehealthcare.com/payers/unitedhealth-group-reports-56b-q1-profit-revenues-15-year-over-year"
E028,2023-05-17,"Senate Finance Committee hearing on MA algorithm denials; Gloria Bent testifies about husband Gary denied post-acute care after brain surgery; attorney Christine Huberty testifies seniors face 'impossible system' against AI denials; senators warn MA insurers cannot use algorithms to override medically necessary care determinations",regulatory_action,US Senate,0,,7,regulatory,1,0,"STAT News Senate Hearing","https://www.statnews.com/2023/05/17/senate-investigation-medicare-advantage-algorithms-denials/"
E029,2023-07-25,"STAT News follow-up investigation: NaviHealth's own 2022 Optum-published paper shows it achieved savings of more than 20% per episode of care; Select Medical (original NaviHealth funder) publicly condemns company it once backed; providers nationwide report increase in denials tied directly to NaviHealth contract transition",investigative_report,STAT News,1,narrative_vs_pressure,7,patient_harm,1,0,"STAT News July 2023","https://www.statnews.com/2023/03/13/medicare-advantage-plans-artificial-intelligence/select-medical/"
E030,2023-11-03,"30 Congressional representatives send letter to CMS urging oversight of AI and algorithmic tools in Medicare Advantage coverage decisions; led by Reps. Chu and Nadler; CMS has not yet required transparency in how AI tools are developed or validated; regulatory gap documented",regulatory_action,US Congress,0,latency,6,regulatory,0,1,"Center for Medicare Advocacy","https://medicareadvocacy.org/stat-news-restrictive-ai-tools/"
E031,2023-11-14,"Second STAT News investigation: UHG instructing frontline clinical staff to cut off patient payments in lockstep with nH Predict algorithm regardless of whether additional days are clinically justified; company issuing new denials immediately after patients win appeals; NaviHealth sets internal 2023 target to keep rehab stays within 1% of algorithm projection",investigative_report,STAT News,1,correction_blocked,9,patient_harm,1,1,"Center for Medicare Advocacy / STAT","https://medicareadvocacy.org/stat-news-restrictive-ai-tools/"
E032,2023-11-14,"Class action lawsuit filed (Lokken v. UHG et al.) in US District Court Minnesota: plaintiffs allege nH Predict has 90% error rate - 9 of 10 appealed denials overturned; company continues using system because only ~0.2% of policyholders appeal; elderly patients 'kicked out of care facilities nationwide' or 'forced to deplete family savings'",legal_action,Plaintiffs/UHG,1,correction_blocked,9,legal,1,1,"FierceHealthcare Lawsuit Filing","https://www.fiercehealthcare.com/payers/unitedhealthcare-hit-class-action-over-alleged-use-ai-deny-medicare-advantage-claims"
E033,2023-12-31,"FY2023: Revenue $371.6B (+14.6%); operating income $32.4B (+13.8%); cash flows $29.1B; record revenues and profits during period of active lawsuit (Nov 2023) congressional scrutiny and ongoing denial rate controversy; profit margin stable despite escalating legal and regulatory pressure",financial_milestone,UnitedHealth,1,milestone_despite_concern,8,financial,0,1,"Wikipedia UHG / Statista","https://en.wikipedia.org/wiki/UnitedHealth_Group"
E034,2024-02-12,"ALPHV/BlackCat ransomware group gains initial access to Change Healthcare systems using compromised employee credentials on remote access portal lacking multi-factor authentication; attackers spend 9 days moving laterally through network and exfiltrating sensitive data before deploying ransomware on Feb 21",security_incident,ALPHV/BlackCat,1,warning_dismissed,9,operational,1,1,"Kaspersky Change HC Analysis","https://www.kaspersky.com/blog/unitedhealth-ransomware-attack/53065/"
E035,2024-02-16,"Brian Thompson sells approximately 31% of his UHG shares (~$15M profit) approximately 11 days before Wall Street Journal publishes story about DOJ antitrust investigation; Democratic senators later ask SEC to investigate potential insider trading",corporate_action,Brian Thompson/UHG,1,narrative_vs_pressure,7,legal,0,0,"CNN Who Was Brian Thompson","https://www.cnn.com/2024/12/04/business/who-was-brian-thompson/index.html"
E036,2024-02-21,"Change Healthcare ransomware deployed; systems taken offline; disrupts approximately 15 billion claims per year (~40% of all US healthcare claims); nationwide provider payment crisis begins; largest healthcare data breach in US history unfolds - eventually 190 million Americans affected; providers unable to submit claims for weeks to months",security_incident,ALPHV/UHG,0,,10,operational,1,0,"TechCrunch / AHA Change HC","https://techcrunch.com/2024/10/24/unitedhealth-change-healthcare-hacked-millions-health-records-ransomware/"
E037,2024-02-27,"DOJ opens separate antitrust investigation into UHG; focuses on Optum's acquisition of physician practices (90K physicians - 1 in 10 US doctors); investigators ask whether UHC favors Optum providers in contracting; also investigates Medicare risk adjustment billing practices; UHG stock falls on news",regulatory_action,DOJ,0,,7,regulatory,1,0,"Healthcare Dive DOJ Antitrust","https://www.healthcaredive.com/news/unitedhealth-antitrust-investigation-doj-unitedhealthcare-optum/708727/"
E038,2024-04-29,"Senators Warren and Markey write to SEC requesting investigation of UHG executive stock sales before DOJ antitrust investigation story broke; cite Thompson's $15M stock sale 11 days before WSJ story as potentially improper; UHG declines comment",regulatory_action,US Senate/SEC,1,narrative_vs_pressure,7,legal,0,0,"CNN Brian Thompson","https://www.cnn.com/2024/12/04/business/who-was-brian-thompson/index.html"
E039,2024-04-30,"CEO Andrew Witty testifies before Congress on Change Healthcare ransomware attack; confirms compromised system lacked MFA; says Change HC came in with 'older technologies'; UHG has paid $22M ransom; eventually 190M Americans' protected health information breached; House chair calls it 'a case study in crisis mismanagement'",congressional_testimony,UHG/Congress,1,warning_dismissed,10,legal,0,0,"US House Energy and Commerce","https://energycommerce.house.gov/posts/what-we-learned-change-healthcare-cyber-attack"
E040,2024-06-25,"52 bipartisan lawmakers send letter to CMS calling for prohibition on MA insurers using AI to deny care pending systematic review; UHG simultaneously rebrands NaviHealth to 'Optum Home & Community Care'; rebranding coincides with active lawsuit and congressional scrutiny; lawsuit specifically names NaviHealth",regulatory_action/corporate_response,US Congress/UHG,1,correction_blocked,7,regulatory,0,1,"STAT News June 2024","https://www.statnews.com/2024/06/25/medicare-advantage-ai-tools-denial-unitedhealth-lawmawkers-cms/"
E041,2024-10-17,"Senate Permanent Subcommittee on Investigations publishes report 'How Medicare Advantage Insurers Have Denied Patients Access to Post-Acute Care': documents UHC denial rate 10.9% (2020) to 22.7% (2022); SNF denials increased 9x (1.4% to 12.6%); 'multiple initiatives to automate process' documented during same period; calls for CMS audits when denial rates spike; UHC disputes findings",government_report,US Senate PSI,1,correction_blocked,9,regulatory,0,0,"FierceHealthcare Senate PSI Report","https://www.fiercehealthcare.com/payers/unitedhealth-cvs-humana-increasingly-deploy-ai-and-deny-prior-auth-claims-senate-report"
E042,2024-12-04,"CEO Brian Thompson shot and killed outside NYC Hilton Midtown before scheduled investor meeting; shell casings found inscribed with words 'deny' 'defend' 'depose'; social media response reflects widespread public anger at health insurance system; Luigi Mangione later arrested and charged with murder; Tim Noel named successor CEO",catastrophic_event,External/UHG,0,,10,public,0,0,"CBS News Thompson Shooting","https://www.cbsnews.com/news/news/brian-thompson-unitedhealthcare-ceo-manhattan-shooting/"
E043,2024-12-31,"FY2024: Revenue $400.3B (+8% YoY); profit $14.4B; UHC operating margin 5.2%; multiple ongoing pressures: class action proceeding; Change HC ransomware fallout ($2.5B total cost); DOJ antitrust probe active; Senate report public; MA utilization rising; 2025 sees sharp margin compression",financial_milestone,UnitedHealth,1,milestone_despite_concern,8,financial,0,1,"FierceHealthcare 2025 / Wikipedia","https://www.fiercehealthcare.com/payers/unitedhealth-shares-fall-premarket-company-misses-revenue-releases-2026-outlook"
